age,nationality,marital_status,education_level,destination_country,visa_type,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved
50,British,Married,High School,France,Work,364,3383,137697,12,4,0,0,0
42,Indian,Divorced,Masters,Germany,Student,79,8157,109170,10,3,0,0,0
49,Indian,Single,Masters,France,Work,68,5768,188497,13,5,0,0,0
34,Canadian,Married,PhD,Australia,Work,276,1694,13121,19,3,1,0,0
22,German,Single,High School,France,Work,300,10362,52981,19,4,1,1,0
20,Chinese,Divorced,PhD,USA,Work,213,8415,56775,13,4,1,0,0
18,Indian,Divorced,Masters,UK,Tourist,40,3551,177812,0,0,0,0,1
35,Chinese,Divorced,Bachelors,France,Student,250,14136,132654,11,4,0,0,0
20,Canadian,Married,Masters,Germany,Student,125,2688,95594,11,3,0,0,0
49,Indian,Married,Bachelors,USA,Student,282,9039,104046,19,3,0,0,0
19,Indian,Married,Bachelors,Australia,Tourist,167,13041,24761,3,2,1,0,0
43,American,Single,High School,USA,Student,47,10301,174959,0,2,1,0,1
67,German,Married,High School,Canada,Work,132,10417,153667,4,5,1,0,0
18,Chinese,Single,Bachelors,Canada,Student,292,10114,37489,4,2,0,0,0
52,American,Divorced,High School,France,Student,212,12729,99420,6,0,1,0,1
44,Canadian,Single,High School,Canada,Work,42,7133,50796,14,0,0,0,1
37,American,Married,Bachelors,Canada,Student,154,5205,93696,14,4,0,0,0
51,American,Single,Masters,Canada,Work,310,13224,31658,8,1,1,0,1
58,Canadian,Divorced,Masters,USA,Work,153,13467,194907,12,5,0,0,0
21,German,Single,Masters,Germany,Student,8,12857,129803,0,0,1,0,1
52,American,Divorced,Masters,Canada,Tourist,117,13656,189824,0,5,0,0,0
29,Chinese,Single,PhD,Australia,Student,142,9267,187004,17,0,1,0,1
18,American,Married,High School,Canada,Student,336,14035,111208,2,0,1,0,1
47,Chinese,Divorced,PhD,UK,Work,281,3917,34119,14,4,0,0,0
67,German,Married,PhD,UK,Tourist,128,1434,88946,2,1,1,0,1
37,German,Married,PhD,Canada,Student,196,733,164271,8,4,1,0,0
19,Australian,Single,Masters,Canada,Student,195,13564,21857,17,1,0,1,0
34,German,Divorced,Masters,Canada,Work,24,1622,38813,19,3,0,0,0
48,Nigerian,Married,Masters,Australia,Student,163,4514,11195,11,0,0,0,1
67,Indian,Divorced,PhD,Germany,Student,63,9860,2074,3,2,1,0,0
36,Nigerian,Divorced,Masters,France,Student,81,1595,64164,17,2,1,0,1
42,Indian,Married,High School,Canada,Work,334,7770,59381,3,5,0,1,0
45,German,Divorced,PhD,UK,Tourist,245,5149,52394,16,3,0,0,0
44,Chinese,Divorced,Bachelors,UK,Work,129,9301,71678,18,2,1,0,1
69,American,Married,PhD,Germany,Tourist,205,9209,40622,8,5,0,0,0
19,Indian,Married,Bachelors,UK,Work,132,10669,116841,0,2,1,0,0
49,German,Divorced,PhD,France,Work,152,11411,113211,7,1,1,0,1
31,British,Single,Bachelors,Australia,Student,254,6964,114737,2,2,0,0,0
29,German,Single,Masters,UK,Work,284,10405,196856,13,2,0,0,1
41,Canadian,Single,High School,Germany,Student,145,14067,164525,11,5,0,0,0
55,Canadian,Single,PhD,Australia,Work,208,919,158396,16,5,0,1,0
52,Australian,Married,PhD,Germany,Tourist,158,11709,60732,9,5,1,0,0
19,German,Divorced,PhD,Germany,Student,25,4412,140701,5,5,1,0,0
25,Indian,Single,Masters,Germany,Tourist,355,6888,151566,4,0,1,0,1
42,German,Single,PhD,Australia,Tourist,154,8155,103143,7,5,0,0,0
35,Chinese,Divorced,High School,Canada,Tourist,353,1884,187752,18,4,0,0,0
60,British,Single,Bachelors,USA,Student,255,6014,121359,7,0,1,0,1
59,Chinese,Single,Masters,Australia,Tourist,109,3188,3488,17,2,0,0,0
42,Chinese,Single,Masters,USA,Tourist,117,6778,37498,1,3,1,0,0
20,British,Divorced,Masters,UK,Tourist,61,11786,188807,0,1,0,0,1
45,British,Divorced,Masters,Australia,Work,26,1571,142166,2,4,1,0,0
51,Nigerian,Divorced,High School,Australia,Student,28,11636,58870,17,2,1,1,0
20,British,Single,High School,Australia,Student,25,5446,82048,19,5,1,0,0
46,German,Divorced,Bachelors,Germany,Student,55,12530,117129,0,2,0,0,0
26,Australian,Divorced,Bachelors,Germany,Student,263,2937,110850,3,2,1,0,0
53,Nigerian,Married,Masters,Canada,Work,19,11866,148330,15,1,1,0,1
55,British,Married,PhD,Australia,Tourist,198,3796,83818,12,3,0,0,1
57,British,Divorced,PhD,France,Work,346,10141,81233,14,5,0,0,0
21,American,Divorced,Bachelors,France,Work,128,7398,98901,2,2,1,0,1
43,Chinese,Single,High School,UK,Student,122,13116,164130,19,3,0,0,0
65,American,Divorced,Masters,Germany,Work,118,504,159892,9,3,1,1,0
57,American,Divorced,Masters,UK,Work,96,13901,130928,17,3,0,0,1
52,Canadian,Married,High School,USA,Tourist,328,4782,2227,15,1,1,0,0
53,Canadian,Divorced,Masters,USA,Tourist,262,8947,71683,13,1,1,0,1
62,Nigerian,Divorced,Bachelors,UK,Tourist,170,7327,91212,19,3,1,0,0
63,British,Married,Masters,Australia,Tourist,25,6888,9607,17,4,1,0,0
46,Nigerian,Single,PhD,Australia,Student,71,12710,24649,19,4,1,0,0
21,Nigerian,Divorced,High School,France,Student,129,9620,46114,12,4,1,0,0
37,Indian,Married,High School,UK,Work,26,4786,186696,3,4,0,0,0
46,Chinese,Divorced,PhD,Australia,Tourist,76,2350,107747,4,4,1,0,0
57,Nigerian,Married,High School,UK,Student,207,7578,20325,16,1,1,0,1
25,American,Single,High School,France,Tourist,82,10445,70853,8,4,1,0,0
20,Indian,Divorced,High School,Canada,Work,132,14415,92008,1,4,1,0,0
68,German,Married,Masters,France,Work,111,4572,40899,6,1,0,0,1
19,Chinese,Divorced,PhD,France,Student,39,13222,53624,16,2,1,0,1
42,Indian,Single,Bachelors,France,Tourist,216,10741,129038,6,0,0,0,1
32,Indian,Single,PhD,Canada,Student,206,1262,163469,20,5,0,0,0
66,Chinese,Married,Masters,Canada,Student,46,6979,146551,0,4,1,0,0
18,Indian,Single,Bachelors,USA,Tourist,165,13056,49329,8,3,0,0,0
25,German,Single,PhD,Canada,Student,213,6541,23414,2,5,1,0,0
58,Chinese,Divorced,Masters,UK,Work,238,6467,143257,8,1,1,0,1
26,Canadian,Married,PhD,Germany,Student,283,2121,190305,8,4,0,0,0
63,Australian,Married,Bachelors,Germany,Work,298,10670,58441,20,3,1,0,0
54,Chinese,Single,Masters,Australia,Student,200,6332,63721,20,4,0,0,0
45,German,Single,PhD,Australia,Student,8,6106,136554,12,4,1,0,0
42,Chinese,Married,Masters,Canada,Work,266,14893,71114,8,0,0,0,1
65,American,Divorced,Masters,France,Work,169,10505,150699,3,4,1,0,0
46,American,Single,High School,UK,Tourist,23,8264,105016,19,2,0,0,1
45,American,Married,Bachelors,Germany,Student,45,5388,55400,5,4,0,0,0
33,British,Married,PhD,USA,Tourist,326,4451,18068,14,4,0,0,0
55,British,Single,High School,Australia,Student,93,1847,155960,20,1,1,0,1
40,British,Divorced,High School,France,Student,211,14527,118909,10,0,0,0,1
52,Nigerian,Divorced,Masters,UK,Tourist,326,10125,104854,18,4,0,0,0
31,German,Divorced,High School,USA,Student,191,14957,130111,17,1,0,0,1
53,British,Single,PhD,France,Tourist,262,2834,166505,13,5,1,0,0
19,Nigerian,Married,High School,USA,Tourist,272,2297,136174,19,5,1,0,0
53,American,Divorced,Masters,Australia,Student,123,11158,109466,4,0,1,0,1
63,Chinese,Divorced,High School,Australia,Work,115,9287,197680,12,2,1,0,1
69,Australian,Married,Masters,Australia,Student,159,14016,169519,6,2,0,0,1
61,Australian,Single,PhD,USA,Tourist,173,10604,168636,17,0,1,0,1
18,Australian,Divorced,PhD,France,Work,185,10694,189656,20,1,1,0,1
61,Nigerian,Divorced,PhD,Australia,Work,297,9878,138781,4,2,1,0,1
59,Indian,Divorced,High School,France,Student,136,14484,166416,0,5,1,0,0
54,Chinese,Married,Bachelors,USA,Work,242,14047,85125,19,1,1,0,1
50,British,Married,PhD,UK,Tourist,73,14679,62335,2,5,0,0,0
63,Indian,Married,PhD,UK,Student,58,6642,135132,3,1,1,0,1
44,Indian,Married,Bachelors,Germany,Tourist,214,6951,51101,11,1,1,0,1
45,Nigerian,Single,Bachelors,USA,Work,158,1332,25903,11,5,0,0,0
24,American,Divorced,PhD,Australia,Student,60,8094,105364,17,1,0,0,1
51,American,Divorced,PhD,France,Work,14,12439,164963,3,5,1,0,0
44,Canadian,Single,Masters,UK,Work,172,12132,45337,11,1,1,0,1
40,Nigerian,Divorced,PhD,Canada,Student,333,13427,154353,0,2,1,0,1
23,Indian,Divorced,Bachelors,Canada,Tourist,228,10526,141584,0,0,0,0,1
29,American,Single,PhD,Australia,Student,325,9496,176349,3,2,1,0,1
19,British,Single,Bachelors,Canada,Tourist,221,4993,194206,13,2,0,0,1
62,British,Single,High School,USA,Tourist,173,2539,84413,19,0,1,0,1
69,Nigerian,Single,High School,USA,Student,214,6818,166974,11,4,1,0,0
62,British,Single,Masters,UK,Work,56,14267,73612,8,4,1,0,0
19,Canadian,Married,PhD,Germany,Student,312,725,122065,18,5,1,0,0
54,Canadian,Divorced,Bachelors,France,Work,331,11887,170823,3,4,1,0,0
31,German,Divorced,Masters,Australia,Tourist,133,12485,74589,6,1,1,0,1
57,American,Single,Masters,Canada,Student,49,3131,96818,6,2,1,0,0
32,Australian,Divorced,High School,Australia,Student,58,11249,33481,16,2,0,0,0
24,British,Married,Bachelors,Germany,Work,292,5377,134229,1,1,0,0,1
57,American,Single,High School,Germany,Work,69,9580,122256,5,5,0,0,0
53,Nigerian,Divorced,PhD,Australia,Student,87,11537,55983,11,1,1,0,1
34,Indian,Married,Masters,USA,Tourist,254,10863,168370,1,4,0,0,0
18,Canadian,Divorced,PhD,Australia,Tourist,13,3362,1770,8,1,1,1,0
64,Nigerian,Married,High School,Canada,Student,197,5636,25228,15,0,0,0,1
35,British,Divorced,Bachelors,UK,Student,295,14378,13997,19,5,1,0,0
53,Canadian,Married,Masters,UK,Work,151,5959,81175,16,4,0,0,0
32,American,Married,Bachelors,UK,Student,277,10494,104794,0,0,1,0,1
38,Indian,Married,Masters,UK,Work,295,6705,53999,16,0,0,1,1
33,American,Married,Masters,Australia,Student,188,13083,83113,11,3,0,0,1
25,American,Single,Bachelors,Australia,Student,120,7065,114444,19,3,1,0,0
29,American,Divorced,PhD,UK,Student,108,7739,152144,4,3,1,0,0
40,Chinese,Married,High School,Germany,Work,252,1643,35068,5,3,0,0,0
60,Canadian,Divorced,Masters,Canada,Tourist,40,1095,152462,15,0,0,0,1
46,Nigerian,Single,Bachelors,Australia,Student,262,12242,32183,1,0,1,0,1
35,Chinese,Single,PhD,France,Tourist,223,10167,10222,6,0,0,1,0
18,Chinese,Divorced,High School,Canada,Student,150,3133,40662,19,5,0,0,0
46,Australian,Divorced,Bachelors,Canada,Tourist,156,7768,156943,8,2,0,0,0
50,German,Married,High School,USA,Work,285,7766,49661,7,1,0,0,1
33,Canadian,Single,Bachelors,USA,Work,228,5081,111850,20,0,0,0,1
63,Nigerian,Single,Masters,USA,Tourist,288,4675,33867,15,1,0,0,1
58,Canadian,Divorced,High School,France,Work,79,3377,152224,18,5,1,0,0
43,Canadian,Divorced,High School,Australia,Work,173,10595,36594,19,5,0,0,0
57,German,Single,High School,UK,Work,91,8698,172418,15,4,1,0,0
28,American,Married,Bachelors,Canada,Work,161,7320,152289,4,0,0,0,1
32,Australian,Divorced,Masters,Australia,Student,121,12598,132522,19,1,1,0,1
30,American,Single,Masters,France,Work,285,12792,66108,6,2,1,0,1
33,Australian,Married,PhD,Canada,Student,235,8742,116344,17,0,0,0,1
34,Australian,Single,PhD,Australia,Work,295,1083,198470,0,0,0,0,1
31,German,Divorced,Masters,Canada,Work,352,5277,77753,9,1,1,0,1
20,Canadian,Divorced,PhD,France,Work,342,9953,107749,0,2,1,0,1
51,British,Divorced,Bachelors,France,Work,132,6802,100399,13,3,1,0,0
40,Indian,Divorced,High School,UK,Tourist,314,8198,183474,0,2,1,0,1
64,Nigerian,Married,PhD,USA,Work,84,14570,41271,19,1,0,0,1
56,Indian,Married,High School,USA,Work,173,861,76953,17,1,0,0,0
44,Canadian,Single,Bachelors,Canada,Tourist,183,7180,72550,17,4,1,0,0
57,Chinese,Single,High School,Germany,Work,268,2748,146301,18,0,0,0,1
52,Nigerian,Married,Bachelors,USA,Student,129,11581,139815,4,0,1,1,1
63,Australian,Single,High School,USA,Work,25,11359,150789,17,0,1,0,1
53,British,Single,Masters,UK,Tourist,342,5058,40135,16,0,0,0,1
39,British,Single,Bachelors,USA,Work,252,2331,184832,8,1,1,0,1
46,American,Divorced,Masters,Australia,Student,257,8016,47670,19,3,0,0,0
19,American,Divorced,Masters,Germany,Work,233,11174,90747,14,2,0,0,1
18,American,Married,Bachelors,Australia,Work,265,6566,144820,9,5,0,1,0
34,American,Single,Bachelors,Canada,Work,110,14248,163501,2,4,1,0,0
20,German,Single,PhD,Australia,Work,308,9971,11606,14,1,0,0,1
21,Australian,Divorced,High School,France,Work,64,7402,29709,12,3,0,0,0
68,Indian,Divorced,Bachelors,France,Student,320,6243,187459,16,2,0,0,0
63,Nigerian,Divorced,PhD,Australia,Tourist,219,1186,139193,7,0,0,0,1
25,Nigerian,Divorced,Bachelors,USA,Student,19,8913,182297,0,4,0,0,0
59,Canadian,Married,Bachelors,Australia,Work,76,824,50069,2,2,1,0,0
50,Nigerian,Single,PhD,France,Work,327,800,56207,11,3,1,0,0
51,American,Married,PhD,UK,Student,148,11638,62782,3,5,0,0,0
30,Australian,Married,Bachelors,UK,Student,281,1895,93833,0,3,1,0,0
20,Chinese,Married,Bachelors,Australia,Work,67,14982,69571,5,2,1,0,0
50,Indian,Divorced,High School,Canada,Work,114,8290,172886,16,1,0,0,0
56,Indian,Married,High School,Australia,Student,250,2440,45853,13,3,0,0,0
22,Canadian,Single,Masters,Australia,Tourist,112,13559,193626,18,3,0,0,0
63,Canadian,Single,Bachelors,France,Work,129,8716,149106,16,5,0,0,0
61,American,Single,High School,Germany,Student,313,2874,97124,7,2,0,0,1
36,American,Single,Masters,Germany,Student,146,2747,113152,18,3,1,0,0
24,Canadian,Married,Masters,USA,Tourist,183,3338,59327,0,1,0,0,1
23,Nigerian,Single,Masters,France,Tourist,159,9635,20380,7,1,0,0,1
20,Australian,Divorced,PhD,Canada,Work,191,6425,148903,8,0,1,0,1
59,American,Married,Bachelors,UK,Student,141,8095,35274,14,5,1,0,0
59,German,Married,High School,Australia,Student,59,3799,60766,3,5,0,0,0
48,Indian,Married,PhD,France,Work,208,9204,137254,16,0,1,0,1
63,British,Married,Masters,France,Student,126,4122,85192,10,0,0,0,1
39,German,Single,PhD,France,Work,217,621,135406,0,1,1,0,1
64,Chinese,Single,PhD,Germany,Tourist,242,4278,28072,6,1,0,1,0
27,Australian,Divorced,Masters,Canada,Tourist,272,7946,13104,1,0,0,0,1
52,Canadian,Divorced,Masters,Australia,Student,218,13112,147390,10,4,0,0,0
52,Chinese,Divorced,PhD,France,Tourist,233,5452,47551,6,5,0,0,0
36,Australian,Married,PhD,Canada,Student,31,14747,60196,9,4,0,0,0
18,American,Single,Bachelors,USA,Work,49,11433,186379,0,2,1,0,1
55,German,Married,High School,France,Student,78,5382,71959,11,1,0,0,1
68,British,Single,Masters,Germany,Student,76,2954,172431,14,4,0,0,0
24,German,Divorced,High School,Australia,Student,237,7317,179802,13,5,0,0,0
34,British,Married,PhD,Canada,Student,26,1901,198320,11,3,0,0,0
52,Nigerian,Married,PhD,Australia,Student,343,5133,155265,13,5,0,1,0
59,Canadian,Single,PhD,USA,Tourist,304,12367,104516,11,0,0,1,1
40,Indian,Divorced,High School,Canada,Student,186,4676,119951,19,2,0,0,0
45,Indian,Divorced,Bachelors,Canada,Work,341,12595,150820,17,5,0,0,0
43,Indian,Married,Bachelors,USA,Work,166,14978,165359,11,2,0,0,0
49,Canadian,Single,Bachelors,Canada,Work,226,1645,156992,9,3,0,0,0
23,Nigerian,Single,High School,USA,Student,96,7491,65767,5,0,1,0,1
45,American,Single,Bachelors,Australia,Tourist,255,6564,157153,17,1,1,0,1
47,Australian,Divorced,Bachelors,Germany,Tourist,194,545,80506,7,3,1,0,0
18,Australian,Divorced,High School,USA,Tourist,270,670,97834,12,5,0,0,0
69,German,Single,PhD,Canada,Tourist,262,7856,31525,7,0,0,0,1
25,German,Divorced,Bachelors,Australia,Student,164,8832,83113,12,3,0,0,0
33,Indian,Married,Masters,UK,Work,160,4011,172027,8,2,0,0,0
44,Indian,Divorced,PhD,Canada,Tourist,89,12124,102849,11,1,1,0,1
32,British,Single,Masters,France,Work,232,9276,92479,17,0,0,0,1
45,British,Single,Masters,USA,Student,325,4724,75511,8,1,1,0,1
69,Australian,Single,Bachelors,France,Tourist,87,5021,41017,13,2,0,0,0
49,Australian,Single,Bachelors,Canada,Tourist,328,7287,34182,9,2,0,0,0
64,Canadian,Single,Bachelors,Canada,Student,112,9981,115323,10,3,1,0,0
50,American,Married,Bachelors,Australia,Student,362,14124,140029,17,2,1,0,0
24,American,Married,Bachelors,UK,Tourist,312,2170,178262,8,5,1,0,0
25,Chinese,Married,PhD,France,Student,197,9995,68912,3,4,1,0,0
42,Canadian,Married,Bachelors,Canada,Tourist,301,2212,91591,15,2,0,0,0
19,Chinese,Divorced,Bachelors,Canada,Student,77,8112,9276,9,1,0,0,1
25,German,Divorced,High School,USA,Work,272,682,35802,10,0,1,0,1
52,Nigerian,Single,PhD,Germany,Tourist,63,8571,79639,18,3,0,0,0
32,Canadian,Married,Masters,France,Tourist,57,8964,49781,17,5,1,0,0
68,Canadian,Divorced,High School,France,Tourist,210,4218,197709,5,2,1,0,0
19,Canadian,Divorced,Masters,USA,Tourist,267,4691,3482,18,3,0,0,0
35,German,Divorced,PhD,UK,Student,103,9495,161084,0,1,1,0,1
61,Indian,Divorced,Bachelors,France,Tourist,79,2424,166555,6,2,0,0,0
64,British,Divorced,High School,France,Work,241,4966,120968,5,1,0,0,1
39,Indian,Divorced,PhD,USA,Student,198,9249,172767,9,2,0,0,1
69,Chinese,Divorced,Masters,France,Work,233,4351,44271,10,5,0,0,0
58,Nigerian,Divorced,Masters,Canada,Tourist,290,6955,124700,11,4,1,0,0
27,Australian,Single,Bachelors,USA,Work,198,12035,89520,19,5,1,0,0
41,Chinese,Divorced,Masters,Germany,Tourist,148,11764,90796,2,0,0,0,1
57,American,Divorced,Masters,UK,Work,320,986,5201,2,4,1,0,0
45,German,Married,High School,France,Tourist,281,9865,136061,3,2,1,0,1
37,Nigerian,Single,Masters,Australia,Student,355,4426,27652,7,1,0,0,1
45,Indian,Single,Masters,Germany,Tourist,97,8632,177635,11,2,0,0,1
27,Canadian,Married,Masters,Germany,Work,336,7638,75622,10,0,0,0,1
65,Nigerian,Single,Bachelors,Canada,Work,287,8300,108862,18,4,1,0,0
68,American,Single,PhD,Canada,Student,27,1834,157212,0,5,0,0,0
68,Canadian,Married,Bachelors,USA,Tourist,12,1756,156142,10,3,0,0,0
28,German,Married,Bachelors,Canada,Student,278,10865,69424,18,0,0,0,1
47,American,Married,Masters,Australia,Student,277,4828,55406,17,5,1,0,0
26,Chinese,Single,Masters,Canada,Work,180,2518,137837,14,3,0,0,0
31,German,Single,High School,France,Student,343,13103,92790,10,5,1,0,0
50,German,Divorced,PhD,France,Student,231,8841,64134,3,2,0,0,1
56,Nigerian,Divorced,Masters,Australia,Work,112,12450,108494,1,0,0,0,1
37,German,Married,Masters,France,Student,15,11295,122511,3,2,0,0,1
31,Chinese,Married,Bachelors,France,Work,21,4864,109056,1,2,1,0,1
56,British,Divorced,Bachelors,Australia,Student,353,725,144670,0,1,1,0,0
49,Indian,Married,Masters,USA,Tourist,240,3611,146780,11,2,1,0,1
52,Indian,Married,PhD,USA,Work,307,3946,171054,13,5,1,0,0
34,American,Divorced,Masters,UK,Tourist,223,6468,55313,6,4,1,0,0
49,Indian,Married,High School,USA,Work,63,8663,81290,13,3,1,0,0
21,Indian,Single,Bachelors,Australia,Tourist,341,9105,46189,18,4,1,0,0
35,American,Married,PhD,France,Tourist,338,12357,174447,17,4,0,0,0
19,Indian,Married,Bachelors,USA,Tourist,251,8216,116731,18,1,0,0,1
38,Canadian,Divorced,Masters,France,Work,353,1254,34147,12,4,0,0,0
19,German,Single,Bachelors,USA,Student,63,4999,12783,14,3,0,0,0
29,American,Married,Bachelors,USA,Student,7,10319,87607,13,1,0,1,0
21,German,Divorced,High School,USA,Tourist,77,13716,121693,12,3,1,0,0
18,Canadian,Married,Bachelors,USA,Work,270,7325,129645,0,5,1,0,0
50,Chinese,Divorced,Bachelors,France,Tourist,72,7366,51571,10,5,0,0,0
53,Australian,Married,Masters,Canada,Student,129,8498,197970,9,1,1,0,1
51,American,Married,Masters,Australia,Student,307,8092,193570,16,0,0,0,1
66,Australian,Single,High School,UK,Student,350,11698,50534,0,1,0,0,1
48,Indian,Divorced,PhD,USA,Work,293,2434,106480,13,3,1,0,0
39,American,Single,Bachelors,USA,Work,136,12530,19256,20,1,0,0,0
34,British,Divorced,Bachelors,Canada,Student,115,10476,26471,2,0,1,0,1
40,Australian,Single,Bachelors,Australia,Work,219,677,137920,12,3,1,0,0
49,German,Single,High School,Germany,Work,302,8381,109777,3,2,1,0,1
56,Canadian,Single,Bachelors,Australia,Work,269,3540,56929,8,1,1,0,1
22,American,Divorced,Bachelors,UK,Tourist,73,11749,40050,2,3,0,0,0
52,Canadian,Divorced,Bachelors,France,Tourist,231,10473,64919,9,2,0,0,0
65,Indian,Divorced,PhD,Canada,Student,327,859,72323,8,0,0,0,1
57,Nigerian,Divorced,Masters,Canada,Student,109,7485,84132,2,3,0,0,0
32,Indian,Divorced,PhD,Canada,Work,352,10569,180733,13,4,0,0,0
38,British,Divorced,Masters,Germany,Work,322,13271,135086,6,3,0,0,1
23,Chinese,Single,PhD,Canada,Student,343,8745,66831,5,4,1,0,0
24,Canadian,Married,High School,Australia,Student,213,5567,179472,2,3,1,0,0
22,American,Single,High School,Germany,Student,97,6033,49923,8,4,1,0,0
29,British,Married,PhD,Australia,Student,210,14167,93160,16,0,1,0,1
51,Australian,Divorced,PhD,France,Work,321,4735,176972,5,2,1,0,0
30,Indian,Divorced,Masters,UK,Work,28,1526,190144,12,4,0,0,0
31,Chinese,Divorced,PhD,USA,Tourist,364,2056,151295,16,3,0,0,0
29,German,Divorced,PhD,Canada,Tourist,227,1252,16251,16,4,0,0,0
67,German,Divorced,Masters,Germany,Tourist,135,9179,13378,15,5,0,0,0
36,Indian,Married,Bachelors,Germany,Tourist,341,521,91517,9,3,0,0,0
50,Canadian,Divorced,Bachelors,UK,Work,43,8151,33032,14,5,0,0,0
30,Australian,Divorced,High School,France,Work,24,7706,31362,13,4,1,0,0
20,German,Single,Bachelors,Germany,Student,364,9612,26779,17,4,0,1,0
56,Chinese,Married,Bachelors,Germany,Work,134,9641,86853,2,0,1,0,1
29,Australian,Divorced,Bachelors,Australia,Student,118,8938,87028,16,4,0,1,0
40,German,Divorced,Masters,France,Work,307,5017,178348,0,4,1,0,0
30,Nigerian,Divorced,Masters,Germany,Tourist,147,13319,195518,16,2,1,0,1
52,Nigerian,Divorced,Masters,France,Tourist,108,13731,11599,13,2,0,0,1
59,German,Single,Bachelors,USA,Work,147,1845,30055,2,0,0,0,1
69,British,Single,PhD,Canada,Student,35,1377,125638,8,3,0,0,0
61,Australian,Divorced,PhD,Germany,Work,314,6528,90497,18,4,1,0,0
67,Nigerian,Single,Masters,UK,Tourist,90,597,36883,6,2,1,0,0
40,German,Single,Masters,France,Tourist,113,1012,114656,7,4,1,0,0
57,Chinese,Divorced,PhD,Canada,Work,289,1282,35277,14,0,0,0,1
58,British,Married,Bachelors,USA,Work,171,4461,16917,16,2,0,0,0
28,Chinese,Married,Masters,Australia,Student,337,9076,7373,17,0,1,0,1
67,Indian,Single,High School,UK,Work,308,6168,170071,14,4,1,0,0
66,Australian,Divorced,Masters,Germany,Student,258,8284,135768,0,5,0,0,0
52,Chinese,Single,Masters,USA,Work,328,629,5773,19,4,0,0,0
56,Indian,Divorced,PhD,USA,Student,323,5930,26521,3,5,1,0,0
37,Australian,Single,Bachelors,USA,Work,267,14352,146454,1,2,1,0,0
28,Canadian,Single,High School,Canada,Student,165,7876,189680,17,4,1,0,0
55,Indian,Divorced,PhD,USA,Tourist,221,3255,9635,2,3,1,0,0
20,Indian,Single,Masters,France,Work,300,3875,9352,6,5,0,0,0
20,Indian,Married,PhD,Canada,Student,149,1828,181110,3,4,0,0,0
62,American,Divorced,Masters,France,Student,288,7317,49282,15,4,0,0,0
31,British,Single,Masters,France,Student,190,7844,183111,3,2,1,0,1
65,Indian,Divorced,PhD,Germany,Student,154,3939,7777,9,5,1,0,0
25,German,Divorced,Bachelors,Germany,Tourist,219,3384,108348,0,1,1,0,1
29,American,Divorced,High School,USA,Student,41,7061,191497,16,5,0,0,0
18,Canadian,Married,Bachelors,France,Work,49,3526,13217,2,3,0,1,0
47,Nigerian,Divorced,PhD,Australia,Tourist,188,2512,132823,12,2,1,0,1
43,German,Single,High School,Canada,Work,179,1767,19459,16,5,1,0,0
38,Canadian,Married,High School,France,Work,9,3322,97339,2,4,1,0,0
65,Chinese,Single,Bachelors,Canada,Work,52,10591,105819,3,0,0,0,1
48,Indian,Married,High School,UK,Tourist,145,1514,149538,13,1,0,0,1
40,American,Married,PhD,France,Work,292,3140,6407,3,2,1,0,0
51,American,Divorced,Bachelors,Germany,Tourist,56,12862,162587,15,1,0,0,1
54,Nigerian,Divorced,Masters,USA,Student,221,9195,198038,19,1,1,0,1
43,American,Divorced,PhD,UK,Tourist,204,11739,83786,2,4,1,0,0
31,American,Single,Bachelors,Germany,Student,237,10049,122829,6,0,0,0,1
61,Indian,Married,Bachelors,Canada,Work,286,14120,170649,3,3,1,0,1
27,German,Single,High School,France,Work,65,10580,33009,5,0,0,0,1
30,Chinese,Single,PhD,France,Tourist,189,11466,118157,6,3,1,1,0
51,Canadian,Single,Bachelors,Australia,Work,264,5451,162410,3,4,1,0,0
67,Canadian,Single,Bachelors,Australia,Work,226,4911,165076,12,2,1,0,1
69,Canadian,Divorced,Bachelors,USA,Work,202,7210,194062,18,2,1,0,1
31,German,Married,High School,France,Student,364,11424,198058,18,3,1,0,0
61,German,Married,Masters,USA,Work,49,3553,125653,19,2,1,0,1
65,Indian,Single,PhD,USA,Tourist,275,3069,70740,11,3,0,0,0
37,American,Divorced,Masters,Germany,Tourist,228,2306,169016,14,4,1,0,0
44,Australian,Married,Bachelors,Germany,Work,23,13172,34838,11,4,1,0,0
23,Canadian,Divorced,Bachelors,USA,Student,174,8929,2989,5,2,1,0,0
43,British,Single,PhD,France,Tourist,151,5134,22348,4,1,1,0,0
39,Nigerian,Single,High School,Australia,Tourist,58,5224,149678,17,0,0,0,1
38,British,Single,High School,UK,Tourist,202,6975,24076,17,1,0,0,1
26,British,Divorced,Masters,France,Work,129,6903,87450,0,1,1,0,1
24,Indian,Divorced,High School,UK,Tourist,350,7274,21203,8,5,1,0,0
40,Chinese,Single,PhD,Germany,Student,196,1045,115356,12,0,1,0,1
66,American,Divorced,Masters,Germany,Tourist,363,4518,145981,12,3,0,0,0
26,Indian,Married,PhD,USA,Student,213,9141,174147,2,2,0,0,0
46,Nigerian,Married,Bachelors,USA,Student,208,12543,34363,3,0,0,0,1
49,Canadian,Single,High School,USA,Work,298,14092,158726,19,5,0,0,0
59,British,Married,Masters,Australia,Student,124,5584,61417,18,3,0,0,0
56,Nigerian,Divorced,PhD,USA,Tourist,45,8401,89404,5,2,0,0,1
