age,nationality,marital_status,education_level,destination_country,visa_type,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved
18,Australian,Divorced,PhD,UK,Tourist,120,7256,184405,4,5,1,0,0
38,Canadian,Divorced,High School,France,Work,126,14474,79229,12,2,0,0,0
58,British,Single,Masters,Germany,Work,87,10851,143409,12,0,0,0,1
52,British,Married,High School,Germany,Student,362,11358,92331,0,2,1,0,0
46,Indian,Divorced,Masters,Australia,Tourist,175,10132,163928,4,2,0,0,0
31,American,Married,Masters,USA,Work,96,8905,99981,1,3,1,0,0
49,Chinese,Married,PhD,France,Student,315,6725,36762,14,3,1,0,0
68,Australian,Divorced,Masters,Australia,Tourist,65,13999,186485,1,3,1,0,0
46,Nigerian,Single,Bachelors,USA,Student,71,5605,46359,8,0,1,0,1
52,Chinese,Married,PhD,France,Tourist,62,9186,138784,16,0,0,0,1
64,Indian,Married,High School,USA,Tourist,64,8247,15512,0,4,1,0,0
41,Indian,Married,High School,Australia,Work,210,10288,142245,16,3,0,0,0
61,Canadian,Divorced,High School,UK,Student,22,10563,15823,15,4,0,0,0
65,Indian,Divorced,Bachelors,Australia,Tourist,334,12624,55580,3,5,1,0,0
67,Indian,Married,Bachelors,France,Student,270,4535,22308,1,0,0,0,1
44,Chinese,Single,PhD,USA,Tourist,119,5778,175347,14,2,0,0,1
45,Nigerian,Single,Bachelors,Germany,Work,109,14029,158658,2,1,0,0,1
34,Australian,Divorced,PhD,Australia,Work,101,8394,94420,8,2,0,0,1
57,German,Single,Bachelors,Germany,Work,173,1348,2101,11,5,0,1,0
58,Nigerian,Single,Masters,UK,Tourist,241,8010,47861,8,1,0,0,1
29,Nigerian,Single,High School,Germany,Work,178,14224,159816,13,5,1,0,0
28,German,Divorced,PhD,Australia,Student,264,4584,19572,10,1,0,0,1
53,American,Divorced,PhD,Australia,Work,324,7917,103584,2,2,0,0,1
67,Indian,Divorced,Bachelors,Canada,Tourist,39,9403,29753,14,5,0,0,0
47,Nigerian,Divorced,High School,UK,Work,186,1257,10133,0,3,0,0,0
40,British,Divorced,Masters,Germany,Student,309,9895,191910,19,1,0,0,1
25,Canadian,Married,Masters,France,Student,201,5450,88677,7,4,1,0,0
51,British,Married,PhD,USA,Work,99,8695,122209,1,5,0,0,0
65,American,Single,Bachelors,Australia,Student,323,9272,138968,10,4,1,0,0
25,Canadian,Married,Bachelors,Germany,Student,248,11044,44395,5,0,0,0,1
23,American,Married,Masters,Canada,Student,267,6994,27905,6,3,1,0,0
23,German,Married,Bachelors,France,Tourist,186,12751,180582,17,4,1,0,0
68,Chinese,Divorced,High School,Canada,Student,137,5634,7566,1,2,1,0,0
21,German,Divorced,PhD,Canada,Work,48,10320,125357,11,1,1,0,1
33,Indian,Single,Bachelors,UK,Student,238,610,15320,2,5,0,0,0
53,Indian,Single,High School,Australia,Tourist,236,612,180586,13,3,0,0,0
60,Nigerian,Divorced,PhD,USA,Tourist,105,6748,20743,10,0,1,0,1
37,Canadian,Married,PhD,Australia,Tourist,202,9629,21555,1,3,0,1,0
30,Indian,Divorced,PhD,Canada,Tourist,12,9380,129773,9,2,0,0,1
63,Canadian,Divorced,Bachelors,Australia,Work,246,8058,6030,5,2,0,0,0
33,Indian,Married,PhD,USA,Student,227,14339,165642,7,0,1,0,1
69,British,Married,Masters,Australia,Work,25,4086,113254,4,0,0,0,1
32,British,Divorced,Bachelors,Germany,Student,280,2297,109190,15,3,1,0,0
44,Chinese,Divorced,Masters,France,Tourist,193,1453,152082,6,5,1,0,0
26,British,Single,Bachelors,Germany,Work,175,4035,181593,16,2,0,0,0
61,Chinese,Single,Masters,Canada,Student,355,7327,21061,2,3,0,0,0
36,Nigerian,Married,High School,USA,Student,34,4998,50076,0,2,1,0,1
59,Australian,Single,PhD,France,Tourist,332,5733,191020,20,1,0,0,1
66,Chinese,Divorced,High School,Germany,Work,11,3307,55431,10,3,1,0,0
32,German,Single,Masters,USA,Tourist,79,5396,153012,7,0,0,0,1
36,American,Divorced,Masters,Australia,Work,148,1330,85974,6,5,1,0,0
61,Canadian,Single,PhD,Australia,Student,154,10233,177483,18,2,1,0,1
57,Chinese,Divorced,PhD,France,Tourist,204,9535,134016,17,4,0,0,0
36,German,Single,Bachelors,France,Tourist,255,2706,180124,16,2,1,0,1
26,British,Married,Bachelors,Canada,Work,83,7840,60949,17,0,0,0,1
50,Indian,Single,Masters,Canada,Work,298,3162,186994,19,2,1,0,1
59,American,Divorced,Masters,Germany,Work,246,14963,31667,12,3,0,0,0
38,Chinese,Divorced,Masters,France,Work,169,7470,184722,14,4,1,0,0
63,Canadian,Married,PhD,UK,Student,87,13704,116369,1,3,1,0,0
63,German,Single,PhD,Germany,Tourist,233,14235,15880,7,4,0,0,0
48,Nigerian,Single,Masters,Australia,Tourist,247,12159,169088,18,1,0,0,1
38,British,Single,Bachelors,Germany,Work,212,1691,130356,15,0,1,0,1
39,American,Married,Bachelors,UK,Tourist,131,11425,156006,5,5,1,0,0
58,Nigerian,Single,Masters,USA,Work,306,11984,73041,13,0,1,0,1
42,British,Single,High School,USA,Tourist,360,8606,121353,11,2,0,0,0
59,Canadian,Married,Bachelors,UK,Tourist,333,11104,52480,18,0,1,0,1
47,Indian,Divorced,High School,France,Student,306,8413,73675,1,4,0,0,0
65,Indian,Divorced,Masters,UK,Tourist,54,8634,164148,16,4,1,0,0
31,Chinese,Divorced,PhD,France,Student,163,13064,77252,11,1,1,0,1
52,American,Single,Bachelors,USA,Student,106,3959,92940,19,4,0,0,0
40,Indian,Single,High School,UK,Work,230,4910,14268,13,1,1,1,0
46,German,Married,Masters,Australia,Student,182,11450,190752,9,0,0,0,1
37,Canadian,Divorced,High School,Australia,Student,183,4299,68965,0,4,1,0,0
39,Nigerian,Married,Bachelors,Australia,Tourist,144,8671,174782,0,3,1,0,0
27,German,Married,Masters,Germany,Tourist,40,4799,25221,9,3,1,0,0
60,Indian,Single,Bachelors,France,Tourist,202,8019,144121,5,0,1,0,1
40,Nigerian,Divorced,PhD,Canada,Tourist,360,4047,78611,15,4,0,0,0
30,Indian,Divorced,High School,USA,Work,211,13451,43282,19,5,0,0,0
49,American,Single,PhD,USA,Student,290,10846,191611,18,5,0,0,0
66,Chinese,Married,Masters,France,Tourist,174,5571,161936,5,1,1,0,1
44,British,Married,PhD,Germany,Work,138,12124,90380,5,1,0,0,1
42,Nigerian,Married,PhD,USA,Student,169,5002,83124,6,3,1,0,1
18,British,Married,High School,Germany,Tourist,192,5299,46176,0,3,1,0,0
45,Chinese,Divorced,Masters,UK,Student,81,5720,100444,9,3,0,0,0
46,Australian,Single,Bachelors,USA,Student,231,873,43651,6,4,1,0,0
31,Australian,Married,Bachelors,Australia,Tourist,181,3209,167216,0,0,1,0,1
19,Chinese,Married,Bachelors,Australia,Student,263,10900,38089,10,3,1,0,0
62,Indian,Divorced,Masters,UK,Work,199,9822,164573,13,3,1,0,0
29,Canadian,Married,Masters,Germany,Work,157,9722,175457,9,4,1,0,0
68,British,Divorced,High School,France,Tourist,350,4510,87622,10,3,1,0,0
18,American,Divorced,High School,France,Student,126,5539,60059,6,2,1,0,1
56,German,Single,Bachelors,USA,Work,56,7487,19500,17,1,1,0,1
48,Indian,Married,Bachelors,UK,Student,95,14769,159981,8,0,1,0,1
47,American,Married,Masters,France,Student,348,11051,174741,8,3,0,0,0
39,Nigerian,Divorced,Bachelors,Germany,Student,191,5192,129769,19,4,1,0,0
60,Nigerian,Married,PhD,France,Student,113,14741,171858,15,5,1,0,0
53,American,Married,Masters,Canada,Work,14,9256,175524,3,4,0,0,0
42,American,Single,PhD,Germany,Work,295,9558,120517,18,1,0,0,1
57,American,Divorced,Masters,UK,Student,27,3392,1427,0,0,1,0,0
63,Nigerian,Divorced,Bachelors,Australia,Work,125,13366,61911,6,1,1,0,1
40,Nigerian,Married,PhD,Germany,Tourist,114,6339,141100,6,2,1,0,1
19,Australian,Divorced,Bachelors,Australia,Tourist,360,8385,60638,2,5,0,0,0
52,Canadian,Single,High School,Australia,Tourist,223,11495,115057,7,4,0,0,0
33,Chinese,Divorced,Masters,USA,Work,209,14768,184995,10,1,1,0,1
68,British,Divorced,High School,Germany,Student,209,8249,96388,18,4,1,0,0
60,American,Married,PhD,Germany,Work,12,1825,182805,16,3,0,0,0
25,Indian,Divorced,High School,UK,Work,100,3990,193399,19,3,0,0,0
26,Chinese,Married,Bachelors,Australia,Work,115,4075,115386,3,1,0,0,0
20,Canadian,Single,Bachelors,Germany,Student,194,1978,142518,11,4,0,0,0
47,American,Divorced,PhD,USA,Student,280,13685,46678,13,5,0,0,0
58,Chinese,Single,Masters,Canada,Tourist,207,10483,56187,14,4,0,0,0
43,Nigerian,Single,High School,Germany,Work,231,9278,109680,13,4,0,0,0
63,American,Married,Bachelors,Australia,Student,139,6673,55589,6,1,1,0,1
66,Nigerian,Married,Bachelors,Australia,Work,74,5377,128893,5,1,0,0,0
41,Canadian,Single,High School,Germany,Work,37,8693,56217,9,0,1,0,1
46,Canadian,Married,PhD,UK,Tourist,91,13332,122952,3,2,1,0,1
44,Canadian,Single,PhD,Australia,Work,259,3891,173487,20,5,0,0,0
38,Canadian,Married,Bachelors,USA,Tourist,35,7927,185051,19,5,1,0,0
64,Nigerian,Single,Bachelors,Germany,Student,231,1718,159854,7,1,1,0,1
29,Canadian,Single,High School,Germany,Tourist,21,10240,185267,5,3,0,0,0
50,British,Single,Masters,UK,Student,29,11826,2082,17,3,0,0,0
59,Nigerian,Married,Bachelors,Australia,Student,68,5280,195866,12,4,1,0,0
39,Nigerian,Single,Masters,UK,Work,176,8174,85261,14,3,0,0,1
43,Indian,Single,Bachelors,France,Tourist,55,9985,9993,4,5,0,0,0
57,Australian,Divorced,High School,Australia,Tourist,228,866,11745,3,5,1,0,0
29,American,Single,Masters,Australia,Student,268,1056,56323,17,3,1,0,0
53,Nigerian,Divorced,Bachelors,UK,Work,13,14687,110250,0,5,1,0,0
60,German,Divorced,Bachelors,UK,Work,246,14943,189452,18,0,0,0,1
55,Australian,Divorced,High School,Canada,Work,64,10162,18862,7,5,0,0,0
37,British,Divorced,PhD,Canada,Tourist,51,4014,91300,17,3,1,0,0
49,German,Single,Masters,Germany,Tourist,147,10756,64722,2,2,0,0,1
35,Canadian,Divorced,Bachelors,Australia,Tourist,67,3255,107723,14,4,1,0,0
18,Chinese,Divorced,Bachelors,Australia,Student,291,6220,29521,15,5,0,0,0
68,Chinese,Divorced,PhD,UK,Student,77,5684,97120,5,0,0,0,1
49,German,Married,Bachelors,France,Student,217,13048,4630,6,4,0,0,0
65,Canadian,Married,High School,UK,Student,156,8298,179852,15,3,0,0,0
53,British,Divorced,High School,Australia,Work,331,5459,1682,2,2,1,1,0
60,Nigerian,Married,Bachelors,France,Work,340,3358,160537,3,2,0,0,0
43,Indian,Single,High School,Canada,Student,253,10399,104500,2,0,1,0,1
20,Chinese,Divorced,Bachelors,Australia,Student,107,14323,138571,18,3,1,0,0
22,Canadian,Married,High School,Canada,Work,311,2027,44755,12,4,0,0,0
34,British,Divorced,Bachelors,Germany,Work,173,1019,92596,12,2,1,0,0
48,Canadian,Single,Bachelors,Germany,Work,99,10607,122607,17,1,1,0,1
67,Indian,Single,Bachelors,UK,Work,143,1835,143894,16,5,0,0,0
31,German,Divorced,Bachelors,Germany,Work,27,4771,59039,0,2,0,0,1
24,Canadian,Married,Bachelors,Australia,Work,362,10303,181964,13,5,1,0,0
60,German,Married,High School,Australia,Work,349,4031,25113,19,0,1,0,1
34,German,Single,PhD,USA,Work,297,10582,65301,1,4,1,0,0
61,German,Divorced,Masters,Canada,Tourist,229,6623,16091,9,5,0,0,0
43,Australian,Married,PhD,USA,Tourist,97,13422,66521,19,0,0,0,1
31,Chinese,Single,PhD,France,Tourist,202,8953,13508,1,4,1,0,0
55,German,Divorced,Bachelors,France,Tourist,156,13235,188791,13,3,1,0,0
25,Indian,Divorced,High School,France,Student,142,4363,110841,19,0,0,0,1
36,Indian,Married,PhD,UK,Tourist,159,1081,163552,17,5,1,0,0
57,Nigerian,Married,Masters,France,Student,185,5992,69692,6,5,0,0,0
63,Canadian,Single,PhD,UK,Tourist,271,12360,12207,12,5,0,0,0
52,Australian,Divorced,PhD,Germany,Work,77,14902,135285,11,5,0,0,0
41,Canadian,Divorced,Masters,Germany,Tourist,158,8608,87872,2,1,0,0,1
29,Indian,Divorced,High School,France,Work,304,13769,111306,10,0,1,0,1
20,British,Married,Masters,Australia,Student,330,9057,71954,20,0,1,0,1
46,Chinese,Married,PhD,Germany,Student,178,6652,140149,16,3,1,0,1
31,Nigerian,Single,PhD,Australia,Work,213,12286,138325,0,4,0,0,0
57,Nigerian,Married,High School,Australia,Student,18,2710,169319,8,3,0,0,0
41,Indian,Married,Bachelors,Australia,Student,88,8944,77019,8,0,1,0,1
57,American,Married,Masters,France,Student,25,5437,35186,18,4,0,0,0
37,American,Divorced,High School,UK,Tourist,55,11564,133636,19,0,1,0,1
41,Nigerian,Married,Bachelors,Australia,Work,94,1461,171079,7,4,0,0,0
51,Australian,Married,Masters,UK,Student,22,9666,37820,5,5,0,0,0
56,Canadian,Single,High School,Germany,Tourist,176,6410,182791,15,2,1,0,1
65,American,Divorced,PhD,France,Work,175,13958,4025,18,3,0,0,0
34,American,Single,PhD,Australia,Student,131,6868,178677,14,0,1,1,1
27,Nigerian,Single,PhD,France,Tourist,197,11727,22893,14,1,0,0,1
37,Canadian,Married,PhD,France,Work,288,13382,149972,8,3,0,0,0
43,Australian,Divorced,Masters,USA,Work,258,14871,56605,11,1,0,0,1
20,Nigerian,Single,PhD,USA,Work,304,12680,7682,2,0,1,0,1
28,Chinese,Married,Masters,Australia,Work,168,2732,15991,3,5,0,0,0
67,Canadian,Divorced,Masters,Germany,Work,77,12763,121261,18,1,1,0,1
50,American,Single,Masters,Canada,Work,15,5146,67615,13,5,1,0,0
58,American,Single,Bachelors,USA,Tourist,232,8423,39201,17,1,1,0,1
49,Canadian,Single,High School,Australia,Tourist,206,4944,102732,1,2,1,0,0
26,Indian,Divorced,Masters,Australia,Student,22,2351,56490,8,3,0,0,0
27,Nigerian,Divorced,Masters,Australia,Student,165,1928,87637,10,1,1,0,1
37,American,Single,Masters,UK,Work,117,5874,6347,7,5,1,0,0
20,Chinese,Single,Masters,Australia,Tourist,133,4905,15666,4,4,1,0,0
37,Chinese,Married,Masters,Germany,Work,40,2455,79076,3,0,0,0,1
38,German,Married,Masters,France,Student,192,14810,75306,0,3,0,0,0
30,Chinese,Single,High School,France,Student,357,10560,86618,12,5,1,0,0
66,Nigerian,Divorced,High School,France,Work,312,14661,37038,15,0,1,0,1
22,British,Married,PhD,Canada,Student,266,12996,15471,9,4,1,0,0
26,Indian,Divorced,High School,Canada,Tourist,316,14890,62117,19,1,0,0,0
64,Chinese,Married,High School,UK,Tourist,225,10247,102396,10,0,0,0,1
23,Indian,Married,Bachelors,Canada,Student,357,3157,129686,5,4,0,0,0
22,Chinese,Divorced,Masters,UK,Student,54,10604,127288,2,0,0,0,1
41,Australian,Single,Masters,UK,Student,364,12754,19036,1,4,1,0,0
50,American,Single,High School,Canada,Tourist,18,6780,54686,4,0,0,0,1
67,Australian,Single,Masters,Canada,Work,214,5885,11460,0,3,1,0,0
58,Indian,Single,High School,Australia,Student,361,3920,93562,4,1,0,0,0
26,Australian,Single,PhD,France,Student,90,6091,66685,18,1,1,0,1
57,Australian,Single,High School,France,Student,240,1306,87033,5,2,0,0,0
62,Australian,Divorced,PhD,UK,Tourist,242,2497,102789,3,5,1,0,0
60,American,Married,PhD,USA,Work,275,11537,100796,20,2,0,0,1
28,Australian,Single,PhD,USA,Work,310,1178,70280,1,3,0,0,0
38,Canadian,Divorced,Bachelors,UK,Student,114,6474,182358,8,4,0,0,0
28,Chinese,Married,High School,Australia,Tourist,68,2175,194241,7,5,0,0,0
67,Nigerian,Divorced,Masters,Canada,Student,119,2007,37996,12,0,0,0,1
67,German,Married,Masters,Germany,Work,209,7678,153940,15,1,0,0,1
57,Chinese,Divorced,Bachelors,France,Work,315,8983,103930,10,1,0,0,1
68,British,Single,High School,Germany,Student,312,5780,101829,15,3,0,0,0
55,Canadian,Divorced,High School,UK,Student,228,3675,131853,6,1,1,0,1
41,Australian,Single,Bachelors,Canada,Student,35,7661,123944,8,5,1,0,0
36,Australian,Married,PhD,Germany,Student,361,1288,180558,2,3,0,0,0
29,American,Married,PhD,Germany,Student,192,12583,14049,2,3,1,0,0
34,Australian,Married,High School,Australia,Work,57,4504,8106,20,0,1,0,1
33,Chinese,Married,PhD,Germany,Tourist,107,12458,13390,4,2,1,0,0
43,Nigerian,Single,PhD,USA,Work,215,8102,165962,9,5,1,0,0
23,Chinese,Single,Masters,UK,Tourist,173,9707,139332,18,2,0,0,1
47,Indian,Divorced,Masters,Germany,Work,337,11629,183313,1,3,0,0,0
24,Australian,Single,Masters,France,Student,215,5131,51051,16,3,1,0,1
67,British,Married,Bachelors,UK,Tourist,258,3147,155057,17,3,1,0,0
33,German,Married,Bachelors,UK,Work,256,6779,72009,16,1,1,0,1
55,Canadian,Married,Masters,Australia,Student,244,8512,167096,20,2,1,0,1
46,Nigerian,Married,Masters,UK,Work,300,4536,176131,14,5,1,0,0
35,German,Single,Bachelors,USA,Student,355,4117,196552,15,5,0,0,0
68,American,Single,High School,Germany,Work,20,882,61124,15,0,1,0,1
29,Australian,Married,High School,USA,Student,236,6644,142643,15,1,1,0,1
24,American,Married,PhD,France,Tourist,147,3099,46275,5,5,1,0,0
42,Indian,Divorced,PhD,UK,Student,39,4560,52693,5,2,1,0,0
53,Australian,Single,Masters,Australia,Tourist,205,2113,40937,10,0,0,0,1
49,Nigerian,Single,PhD,Australia,Work,184,5452,80274,18,0,1,0,1
66,German,Married,Bachelors,Germany,Student,31,13699,133287,12,4,1,0,0
40,Australian,Single,Masters,Germany,Work,152,4156,23143,6,0,1,0,1
26,British,Married,Bachelors,UK,Tourist,215,5011,62530,7,5,1,0,0
64,Canadian,Married,PhD,USA,Work,63,10067,41407,12,3,1,0,1
41,Nigerian,Divorced,High School,France,Work,87,10599,97511,16,3,1,0,0
55,Indian,Married,Bachelors,France,Work,227,7226,6356,9,3,0,0,0
61,Canadian,Divorced,PhD,Canada,Tourist,7,501,198550,5,4,1,0,0
59,British,Divorced,Bachelors,Germany,Tourist,110,6456,21669,9,2,0,0,0
24,Indian,Divorced,PhD,Germany,Tourist,69,4238,126977,9,0,1,0,1
27,Indian,Divorced,PhD,UK,Tourist,110,5647,111466,6,4,0,0,0
67,Chinese,Married,High School,UK,Tourist,332,2278,121098,3,0,1,0,1
62,Nigerian,Married,PhD,Germany,Work,278,2126,36295,3,4,0,0,0
26,German,Single,Bachelors,Australia,Tourist,97,8688,18074,2,1,1,0,0
43,Australian,Single,PhD,France,Student,213,1166,108002,14,4,1,0,0
21,British,Married,Masters,UK,Tourist,220,550,8160,3,0,1,0,1
46,Canadian,Single,Bachelors,Australia,Student,119,11050,197701,20,5,0,0,0
44,American,Married,High School,Australia,Tourist,180,8079,109343,0,2,0,0,0
30,Chinese,Single,High School,USA,Work,264,748,130011,13,0,1,0,1
29,Nigerian,Single,Masters,UK,Work,249,5846,132514,20,0,1,0,1
69,Nigerian,Divorced,High School,Canada,Tourist,142,10559,110819,15,3,0,0,0
48,Canadian,Single,High School,USA,Tourist,204,14379,59102,15,3,1,0,0
65,Australian,Single,Bachelors,Canada,Tourist,284,8603,114968,20,2,0,0,0
60,Chinese,Single,Masters,UK,Work,238,5653,166297,12,2,1,1,0
19,German,Single,PhD,Germany,Student,357,4288,56611,16,2,0,0,1
62,German,Divorced,Bachelors,USA,Tourist,97,6194,160497,18,0,1,1,1
47,American,Single,High School,UK,Work,157,2821,8340,1,4,1,0,0
21,Nigerian,Married,Masters,UK,Work,40,14839,10070,13,2,1,1,0
21,Indian,Divorced,Bachelors,Germany,Work,245,3621,74641,13,0,1,0,1
44,Chinese,Single,Bachelors,France,Tourist,203,8727,174702,18,3,0,0,0
19,Nigerian,Divorced,PhD,Germany,Student,212,14634,41834,11,5,1,0,0
51,British,Single,Bachelors,UK,Student,252,7846,144218,0,3,1,0,0
27,German,Married,PhD,Germany,Work,306,3603,166237,9,0,1,0,1
43,British,Married,High School,France,Work,280,10772,89468,11,5,1,0,0
63,Canadian,Divorced,Masters,France,Work,153,14460,40575,11,3,0,0,0
48,Indian,Single,Bachelors,USA,Tourist,245,6108,99505,14,2,0,0,0
62,Chinese,Married,High School,Australia,Tourist,252,12879,190201,18,0,0,0,1
43,Indian,Single,Bachelors,Germany,Tourist,202,11513,69938,20,3,0,0,0
22,German,Married,Bachelors,UK,Student,107,2253,143155,11,5,0,0,0
55,Canadian,Divorced,PhD,Australia,Tourist,234,9577,101411,20,2,0,0,0
19,Australian,Divorced,High School,France,Tourist,312,8348,33640,14,1,0,0,1
44,Chinese,Single,Masters,France,Work,271,13790,111306,16,3,1,0,1
55,Australian,Single,Bachelors,Australia,Student,30,14262,52063,13,5,0,0,0
65,American,Divorced,Masters,France,Student,260,5287,55132,17,1,0,0,1
65,Canadian,Divorced,Masters,France,Tourist,149,14654,47681,17,0,0,0,1
35,British,Married,PhD,France,Student,241,2403,54178,6,4,0,0,0
61,Nigerian,Single,PhD,France,Tourist,194,14908,150685,1,4,0,0,0
35,Chinese,Married,Bachelors,Australia,Work,218,2383,193097,18,2,0,0,0
20,Chinese,Single,Bachelors,France,Work,134,14709,102972,2,0,0,0,1
53,Indian,Divorced,PhD,Australia,Student,235,8541,64330,7,0,0,0,1
38,Canadian,Married,Masters,France,Student,24,8410,86582,20,5,0,0,0
21,Chinese,Married,Bachelors,Australia,Student,325,3598,163624,19,4,0,0,0
37,Chinese,Divorced,Masters,Germany,Work,257,2768,17969,14,4,0,0,0
68,Canadian,Married,PhD,USA,Tourist,148,4388,158223,8,0,1,0,1
55,Chinese,Married,PhD,USA,Tourist,125,14153,139105,16,0,1,0,1
69,Canadian,Single,Bachelors,Canada,Student,298,4115,198953,2,4,1,0,0
32,Canadian,Divorced,Masters,France,Student,242,2877,49245,17,2,0,0,0
58,Australian,Married,Bachelors,UK,Tourist,313,12103,26283,20,5,1,0,0
39,Australian,Divorced,High School,Canada,Work,171,1439,14994,14,5,1,0,0
60,British,Divorced,High School,UK,Work,298,14681,122352,4,4,0,0,0
64,German,Married,Bachelors,Canada,Tourist,289,14654,43829,8,1,0,0,0
18,British,Single,Bachelors,Australia,Student,321,3728,41502,6,1,0,0,0
29,Australian,Married,High School,France,Student,261,535,118992,20,3,0,0,0
52,Canadian,Single,Masters,France,Tourist,336,10795,61901,0,0,1,0,1
56,Nigerian,Married,Bachelors,Germany,Student,80,10626,93477,5,1,0,1,0
55,German,Divorced,Bachelors,Canada,Work,313,8555,41959,20,5,1,0,0
68,British,Divorced,Bachelors,USA,Work,341,2321,78097,12,4,1,0,0
61,British,Single,Masters,Canada,Work,306,10325,187704,9,1,1,0,1
62,Indian,Divorced,Bachelors,USA,Student,339,1363,130603,17,2,0,0,0
25,Indian,Divorced,High School,France,Tourist,248,6811,39931,9,0,0,0,1
67,Indian,Divorced,PhD,USA,Tourist,273,6240,162706,13,3,0,0,0
29,Indian,Divorced,Bachelors,USA,Work,59,3769,42517,10,0,1,0,1
36,German,Divorced,Masters,Germany,Work,209,13737,129341,8,5,0,0,0
24,British,Single,PhD,UK,Tourist,268,13004,163990,12,0,0,0,1
28,Canadian,Single,Bachelors,Germany,Work,139,6190,12974,10,3,1,0,0
33,Australian,Married,Bachelors,France,Work,154,14160,123837,5,5,1,0,0
64,British,Single,Masters,Germany,Work,260,9360,160141,18,1,0,0,1
36,Chinese,Single,Bachelors,Australia,Tourist,348,4553,92982,10,0,0,0,1
62,Nigerian,Married,Bachelors,UK,Work,211,8210,122733,1,4,0,0,0
32,Chinese,Single,Masters,Germany,Tourist,183,9895,126894,18,5,0,0,0
44,British,Married,PhD,Germany,Work,120,4152,21806,7,4,0,0,0
54,Canadian,Married,PhD,Australia,Tourist,154,5941,63041,2,1,0,0,1
52,Canadian,Married,Bachelors,France,Student,338,14067,94039,17,2,0,0,1
64,German,Divorced,High School,UK,Work,257,7958,61180,5,0,0,0,1
26,Nigerian,Single,Bachelors,Germany,Tourist,49,6123,156372,3,3,1,0,0
51,Nigerian,Single,PhD,Australia,Work,112,9854,52602,18,1,0,0,1
66,British,Single,Bachelors,Germany,Tourist,307,10041,93035,14,3,1,0,0
25,American,Married,PhD,USA,Tourist,361,1274,24815,6,0,0,0,1
60,Nigerian,Divorced,Bachelors,USA,Work,192,12806,188079,4,5,1,0,0
62,British,Married,PhD,Australia,Work,213,12320,110170,11,1,0,0,1
67,British,Single,PhD,Germany,Work,180,2664,188619,13,2,0,0,1
34,American,Divorced,High School,France,Tourist,159,1951,103761,2,2,0,0,0
29,American,Divorced,Masters,UK,Work,198,8278,158754,6,4,1,0,0
26,German,Single,Masters,UK,Work,112,8718,64809,5,4,1,0,0
56,Australian,Single,High School,Australia,Tourist,334,4338,188538,3,0,0,0,1
45,British,Divorced,PhD,Canada,Work,257,2695,166821,0,5,1,0,0
46,German,Married,High School,France,Tourist,43,14826,153126,6,1,0,0,1
33,American,Divorced,Bachelors,Canada,Work,244,7248,192949,12,0,0,0,1
51,Australian,Married,Bachelors,Australia,Tourist,125,6944,104492,16,2,1,0,1
28,Chinese,Single,PhD,UK,Tourist,269,5344,70950,16,5,1,0,0
26,Nigerian,Single,High School,France,Work,54,2237,88649,7,4,0,0,0
26,German,Married,Masters,Germany,Tourist,161,3466,150932,9,2,1,0,1
59,American,Divorced,High School,Germany,Tourist,320,7450,179012,2,0,0,0,1
64,Canadian,Divorced,High School,Germany,Work,33,3340,59907,4,0,1,0,1
63,Canadian,Married,PhD,Germany,Work,128,6543,69199,9,2,0,0,0
63,Nigerian,Single,Bachelors,Canada,Tourist,121,11140,33510,8,4,0,0,0
65,German,Single,High School,UK,Work,11,12112,64032,4,3,0,0,0
45,Chinese,Single,Bachelors,UK,Work,356,8688,148613,2,5,1,0,0
62,Canadian,Single,Masters,Germany,Student,308,2785,77933,5,1,0,0,1
27,British,Single,Masters,UK,Student,194,8560,30876,4,5,0,0,0
54,Canadian,Single,PhD,Australia,Student,263,2774,81199,19,1,1,0,1
50,American,Married,PhD,Canada,Tourist,247,7116,4733,13,2,0,0,0
53,British,Divorced,Bachelors,France,Work,194,8950,145494,20,5,1,0,0
59,Canadian,Single,PhD,France,Work,273,10816,82009,1,1,1,0,0
67,Canadian,Divorced,Bachelors,UK,Tourist,12,6128,64553,8,0,0,0,1
46,Canadian,Married,Masters,USA,Tourist,218,5787,74016,3,1,1,0,1
57,Canadian,Single,Bachelors,France,Student,135,1196,51748,2,1,0,0,1
54,American,Married,PhD,Germany,Student,233,11147,29516,9,5,1,0,0
46,Nigerian,Married,Masters,USA,Tourist,284,7913,36237,17,4,1,1,0
58,German,Divorced,PhD,USA,Tourist,249,7210,20236,14,2,0,0,0
31,German,Divorced,High School,Germany,Student,177,3250,164212,16,1,1,0,1
54,Chinese,Divorced,Masters,Germany,Work,364,8293,163721,2,1,0,0,1
59,German,Married,PhD,USA,Tourist,119,12697,179048,11,1,1,0,1
46,Nigerian,Single,High School,France,Student,39,5951,35565,15,4,0,0,0
27,Canadian,Divorced,Masters,Germany,Student,307,11114,137876,0,4,1,0,0
32,Chinese,Married,PhD,USA,Student,328,10014,147211,4,5,0,0,0
35,German,Married,Masters,USA,Student,295,5550,173380,2,2,0,0,1
41,American,Single,High School,Canada,Student,276,2832,131864,5,5,0,0,0
42,German,Single,Masters,France,Tourist,184,10636,178727,16,4,1,0,0
